k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-세대타입(분양형태),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과
A13778209,LH서초4단지,아파트,서초구,우면동,엘에이치서초4단지,양재대로2길,33,임대+분양,계단식,개별난방,4,424,울트라건설(주) 외,한국토지주택공사,2013-12-04 00:00:00.0,202,222,0,0
A13778210,LH서초5단지,아파트,서초구,우면동,789번지,양재대로2길,11,분양,계단식,개별난방,3,358,(주)울트라건설,한국토지주택공사,2013-12-04 00:00:00.0,108,250,0,0
A13778211,서초호반써밋,아파트,서초구,우면동,753번지,양재대로2길,109,분양,계단식,개별난방,6,550,울트라건설,울트라건설,2013-10-31 00:00:00.0,0,0,539,0
A13779431,신반포22,아파트,서초구,잠원동,65-32 신반포7차22차아파트 관리사무소,잠원로,86,분양,혼합식,지역난방,1,132,한신공영(주),한신공영(주),1983-09-17 00:00:00.0,0,0,132,0
A13780201,엠브이아파트,아파트,서초구,반포동,서초구 반포4동 46번지,고무래로10길,39,분양,복도식,개별난방,1,154,한보철강,해주정씨종친회,1994-07-28 00:00:00.0,54,60,40,0
A13780402,반포현대동궁,아파트,서초구,반포동,,사평대로,154,분양,혼합식,지역난방,1,224,현대건설,현대건설,1991-07-20 00:00:00.0,0,224,0,0
A13780403,반포한신서래,아파트,서초구,반포동,70-1.,사평대로28길,31,분양,혼합식,지역난방,4,414,(주)한신공영,(주)한신공영,1987-12-31 00:00:00.0,56,154,84,0
A13782601,쌍용예가클래식,아파트,서초구,방배동,쌍용예가클래식,방배로37길,26-9,분양,계단식,지역난방,3,216,쌍용건설,방배궁전리모델링주택조합,2006-12-27 00:00:00.0,0,0,144,0
A13782602,방배신삼호,아파트,서초구,방배동,방배로 27002-,방배로,270,분양,혼합식,지역난방,6,481,삼호주택,삼호주택,1983-05-31 00:00:00.0,0,0,117,0
A13782803,롯데캐슬헤론,주상복합,서초구,방배동,754-12번지,동광로1길,112,분양,계단식,개별난방,5,337,롯데건설(주),롯데건설(주),2006-06-26 00:00:00.0,0,0,161,0
A13782804,삼호,아파트,서초구,방배동,758-3,방배로45길,2,분양,혼합식,지역난방,12,899,(주)삼호주택,(주)삼호주택,1975-11-28 00:00:00.0,0,274,456,0
A13782902,현대멤피스아파트,아파트,서초구,방배동,239,방배로,249,분양,계단식,개별난방,5,206,현대산업개발,방배본 이수아파트 지구개발조합,2001-09-26 00:00:00.0,0,0,74,0
A13783001,방배3차e편한세상,아파트,서초구,방배동,(방배동),동광로,89-5,분양,계단식,개별난방,5,192,대림산업(주),주)비젼베이스,2006-03-31 00:00:00.0,0,0,0,0
A13783802,방배디오빌,주상복합,서초구,방배동,866-20 방배디오빌,서초대로,17,분양,복도식,개별난방,1,412,대우건설,대가건설,2005-07-05 00:00:00.0,412,0,0,0
A13784102,방배1차이편한세상,아파트,서초구,방배동,,서초대로34길,34,분양,계단식,개별난방,3,199,대림건설(주),대림비젼베이스,2003-12-30 00:00:00.0,0,0,0,0
A13784401,방배브라운가,아파트,서초구,방배동,,방배로19길,67,분양,계단식,개별난방,2,161,흥화공업(주),흥화공업(주),2006-05-26 00:00:00.0,0,116,45,0
A13784907,방배신동아,아파트,서초구,방배동,988-1,효령로,164,분양,혼합식,중앙난방,6,493,신동아건설(주),신동아건설(주),1981-12-30 00:00:00.0,0,0,243,0
A13785001,방배임광3차,아파트,서초구,방배동,,방배로2길,24-5,분양,타워형,중앙난방,4,316,임광토건주식회사,임광토건주식회사,1988-04-14 00:00:00.0,76,200,40,0
A13785004,방배삼익,아파트,서초구,방배동,1018-1,효령로34길,79,분양,혼합식,중앙난방,4,408,삼익주택,삼익주택,1981-12-16 00:00:00.0,0,0,264,0
A13785005,방배임광12차,아파트,서초구,방배동,1015번지,방배로,14,분양,혼합식,중앙난방,6,418,임광토건,임광토건,1985-11-13 00:00:00.0,0,132,0,0
A13785008,래미안방배아트힐,아파트,서초구,방배동,래미안방배아트힐,남부순환로,2311-12,분양,계단식,개별난방,10,588,삼성물산,삼성건설,2004-12-14 00:00:00.0,0,0,457,0
A13785201,방배2차현대홈타운,아파트,서초구,방배동,2001,서초대로1길,34,분양,계단식,개별난방,6,384,현대건설,현대건설,2001-08-27 00:00:00.0,47,156,69,0
A13785203,방배1차현대,아파트,서초구,방배동,방배1차현대아파트,서초대로1길,30,분양,혼합식,개별난방,8,644,방배2-1지구 재건축 조합,현대건설,1999-11-09 00:00:00.0,262,224,158,0
A13785301,방배래미안,아파트,서초구,방배동,2626,방배선행길,2,분양,계단식,개별난방,9,303,삼성물산,방배제2구역주택재개발조합,2003-10-01 00:00:00.0,73,152,78,0
A13785302,방배우성,아파트,서초구,방배동,2525 번지,방배선행길,1,분양,혼합식,개별난방,9,468,우성건설,우성건설,1991-05-06 00:00:00.0,0,300,168,0
A13785604,서초진흥,아파트,서초구,서초동,1315,서초대로,385,분양,혼합식,지역난방,7,615,진흥기업,진흥,1979-08-22 00:00:00.0,0,0,495,0
A13785607,롯데캐슬클래식,아파트,서초구,서초동,,서운로,200,분양,계단식,지역난방,15,990,롯데건설,롯데건설,2006-06-07 00:00:00.0,0,560,430,0
A13785705,서초우성5차아파트,아파트,서초구,서초동,,서초대로74길,30,분양,복도식,지역난방,2,408,우성건설,우성건설,1998-05-28 00:00:00.0,188,160,60,0
A13786601,서초자이,아파트,서초구,서초동,,효령로68길,81,분양,계단식,지역난방,4,184,GS건설,서초우성4차재건축조합,2006-04-18 00:00:00.0,0,17,81,0
A13786606,서초더샵,주상복합,서초구,서초동,더샵서초,서초중앙로2길,10,분양,계단식,지역난방,3,329,포스코 건설,(주) 나우타 건설,2006-01-19 00:00:00.0,104,0,30,0
A13786704,서초한신플러스타운,아파트,서초구,서초동,(02)522-2045,남부순환로323길,38-15,분양,혼합식,개별난방,2,194,주식회사 한신공영,주식회사 한신공영,2001-12-14 00:00:00.0,0,89,105,0
A13786803,서초3차e편한세상,아파트,서초구,서초동,1467-37,남부순환로,2343-10,분양,계단식,개별난방,2,77,대림산업,(주)디케이건설,2005-12-23 00:00:00.0,0,0,17,0
A13786901,서초1차e편한세상,아파트,서초구,서초동,1487-63,명달로6길,31,분양,계단식,개별난방,2,154,대림,대림,2004-08-24 00:00:00.0,0,0,154,0
A13787102,서초2차e편한세상,아파트,서초구,서초동,1529번지,효령로49길,57,분양,계단식,개별난방,3,159,대림산업,서초연합 재건축 주택조합,2005-02-24 00:00:00.0,0,43,116,0
A13787105,서초한빛삼성,아파트,서초구,서초동,1509-1,서초대로40길,72,분양,혼합식,개별난방,2,264,삼성중공업,삼성중공업,1999-11-26 00:00:00.0,84,0,180,0
A13788002,서초현대12차,아파트,서초구,서초동,,효령로72길,14,분양,혼합식,지역난방,5,413,현대산업개발주식회사,현대산업개발주식회사,1989-12-18 00:00:00.0,0,413,0,0
A13788003,서초삼성래미안,아파트,서초구,서초동,1641-1,사임당로17길,116,분양,계단식,지역난방,3,299,삼성물산,삼성물산,2001-05-21 00:00:00.0,0,139,128,0
A13788201,서초현대4차,아파트,서초구,서초동,서울시 서초구 서초4동 1684외,고무래로,94,분양,혼합식,지역난방,3,160,현대산업개발,서초은하아파트재건축조합,2000-11-27 00:00:00.0,20,70,17,0
A13788203,서초유원,아파트,서초구,서초동,1687번지,서초중앙로24길,43,분양,계단식,지역난방,4,590,유원건설,한전직장조합 외 13개 조합,1993-11-25 00:00:00.0,0,590,0,0
A13788206,서초아크로비스타,주상복합,서초구,서초동,1685-3,서초중앙로,188,분양,계단식,지역난방,3,757,대림건설(주),대상주식회사,2004-06-25 00:00:00.0,0,0,36,0
A13788208,서초래미안,아파트,서초구,서초동,서초래미안아파트,서초대로65길,13-10,분양,계단식,지역난방,13,1129,삼성물산,삼성물산,2003-05-10 00:00:00.0,0,342,787,0
A13789002,양재신영체르니,아파트,서초구,양재동,90,논현로27길,57,분양,복도식,개별난방,1,175,(주)한라,(주)신영,2002-08-30 00:00:00.0,175,0,0,0
A13789201,양재우성KBS(113동),아파트,서초구,양재동,160-2,바우뫼로,91,분양,계단식,개별난방,1,150,우성건설,우성건설,1996-12-31 00:00:00.0,0,150,0,0
A13789203,양재우성,아파트,서초구,양재동,154-2,바우뫼로,91,분양,계단식,중앙난방,11,848,우성건설,우성건설,1991-11-29 00:00:00.0,0,848,0,0
A13790002,우면코오롱,아파트,서초구,우면동,,바우뫼로,53,분양,복도식,개별난방,6,300,코오롱,코오롱,1994-10-10 00:00:00.0,300,0,0,0
A13790003,우면동동고,아파트,서초구,우면동,우면동 59,바우뫼로7길,29,분양,계단식,개별난방,5,330,(주)동양고속건설,(주)동양고속건설,1995-03-25 00:00:00.0,0,330,0,0
A13790004,우면대림,아파트,서초구,우면동,,바우뫼로7길,51,분양,계단식,중앙난방,6,412,대림산업주식회사,대림산업주식회사,1995-03-30 00:00:00.0,0,0,412,0
A13790604,잠원동대우아이빌,아파트,서초구,잠원동,42-13번지,신반포로45길,23,분양,복도식,개별난방,3,168,(주)대우,한국구조개발,2001-07-30 00:00:00.0,168,0,0,0
A13790612,잠원훼미리 아파트,아파트,서초구,잠원동,잠원훼미리,잠원로,202-11,분양,계단식,지역난방,3,288,한신공영,키이스트 지역주택조합,1992-11-25 00:00:00.0,0,288,0,0
A13790620,한강,아파트,서초구,잠원동,(잠원동한강아파트),잠원로,213-10,분양,계단식,지역난방,5,450,한신공영,공무원연금관리공단,1989-06-17 00:00:00.0,0,450,0,0
A13790701,잠원한신그린,아파트,서초구,잠원동,잠원한신그린아파트,신반포로33길,71,분양,계단식,지역난방,1,150,한신공영(주),한신공영(주),1993-01-21 00:00:00.0,0,150,0,0
A13790703,잠원신화,아파트,서초구,잠원동,,잠원로14길,54,분양,혼합식,개별난방,1,166,신화건설,잠원연합조합주택,1997-10-01 00:00:00.0,84,82,0,0
A13790706,잠원한신로얄,아파트,서초구,잠원동,63-34,신반포로33길,64,분양,계단식,지역난방,2,208,(주)한신공영,서울시지하철조합,1992-06-23 00:00:00.0,0,208,0,0
A13790707,잠원현대,아파트,서초구,잠원동,,잠원로12길,4,분양,계단식,지역난방,2,238,현대건설,현대건설,1993-04-23 00:00:00.0,0,238,0,0
A13790708,잠원녹원한신,아파트,서초구,잠원동,60-7 녹원한신아파트 관리사무소,잠원로4길,34-11,분양,계단식,지역난방,2,240,한신공영,잠원연합조합,1995-09-22 00:00:00.0,0,240,0,0
A13790709,신반포한신19차,아파트,서초구,잠원동,61-2,잠원로8길,20,분양,복도식,지역난방,2,242,한신공영(주),한신공영(주),1982-12-31 00:00:00.0,0,77,165,0
A13790713,신반포청구,아파트,서초구,잠원동,63-2,신반포로33길,66,분양,계단식,개별난방,2,347,청구건설,신반포청구 연합주택조합,1998-01-24 00:00:00.0,136,211,0,0
A13790714,강변아파트,아파트,서초구,잠원동,강변아파트,잠원로,166-17,분양,혼합식,지역난방,4,360,한신공영(주),한신공영(주),1987-07-15 00:00:00.0,0,360,0,0
A13790716,신반포 한신 252627차 아파트,아파트,서초구,잠원동,61-1 신반포 한신252627차 아파트관리실,잠원로8길,3,분양,혼합식,지역난방,4,391,한신공영,한신공영,1984-11-08 00:00:00.0,132,115,100,0
A13790717,신반포한신16차,아파트,서초구,잠원동,55-12,잠원로,157,분양,복도식,지역난방,2,396,한신공영(주),한신공영(주),1983-01-07 00:00:00.0,308,88,0,0
A13790721,신반포7차,아파트,서초구,잠원동,65-32 신반포7차22차 아파트 관리사무소,잠원로,88,분양,혼합식,지역난방,3,320,한신공영(주),한신공영(주),1980-04-30 00:00:00.0,0,0,160,0
A13790722,잠원한신,아파트,서초구,잠원동,56-3번지,잠원로,150,분양,계단식,지역난방,7,540,한신공영,한신건설,1992-07-16 00:00:00.0,0,540,0,0
A13790726,신반포한신5지구(121318차),아파트,서초구,잠원동,,잠원로,195,분양,혼합식,지역난방,4,686,한신공영,한신공영,1981-12-29 00:00:00.0,312,96,230,0
A13790730,잠원한신4지구(8차~11차17차),아파트,서초구,잠원동,60-3,나루터로4길,39,분양,혼합식,지역난방,23,2640,한신공영,한신공영,1981-02-04 00:00:00.0,1188,848,124,0
A13790828,신반포4차,아파트,서초구,잠원동,70번지 신반포4차아파트 관리사무소,잠원로,37-48,분양,혼합식,지역난방,12,1212,한신공영,한신공영,1979-10-25 00:00:00.0,0,0,900,0
A13790902,잠원킴스빌리지,아파트,서초구,잠원동,71-12,잠원로3길,6,분양,복도식,개별난방,1,160,시대종합건설(주),뉴코아,1996-12-17 00:00:00.0,160,0,0,0
A13790910,반포한신타워,아파트,서초구,잠원동,,잠원로3길,8,분양,혼합식,지역난방,2,250,한신공영,한신공영,1996-08-05 00:00:00.0,101,95,54,0
A13790929,신반포한신2차,아파트,서초구,잠원동,73번지,신반포로23길,41,분양,혼합식,지역난방,13,1572,한신공영(주),한신공영(주),1978-06-30 00:00:00.0,0,624,696,0
A13792001,서초삼풍,아파트,서초구,서초동,1685,서초중앙로,200,분양,혼합식,지역난방,24,2390,삼풍건설,삼풍건설,1988-07-20 00:00:00.0,0,1050,726,0
A13792306,서초트라팰리스1차,주상복합,서초구,서초동,1344-13 서초트라팰리스,효령로72길,57,분양,계단식,개별난방,3,257,삼성물산,세진푸드시스템,2005-11-18 00:00:00.0,0,44,207,0
A13804001,풍납극동,아파트,송파구,풍납동,극동아파트,올림픽로45길,11,분양,혼합식,지역난방,4,415,극동건설,극동,1987-12-15 00:00:00.0,183,232,0,0
A13804002,풍납쌍용,아파트,송파구,풍납동,401-1,올림픽로47길,9,분양,계단식,개별난방,3,417,쌍용건설주식회사,쌍용건설주식회사,1994-07-27 00:00:00.0,0,417,0,0
A13804003,풍납시티극동,아파트,송파구,풍납동,씨티극동아파트,한가람로,478,분양,계단식,개별난방,3,442,극동건설,풍납동 재건축 조합,1998-05-27 00:00:00.0,204,147,81,0
A13804004,풍납현대,아파트,송파구,풍납동,현대아파트,올림픽로,525,분양,계단식,지역난방,6,708,현대건설(주),지역조합연합주택,1995-11-14 00:00:00.0,0,708,0,0
A13804206,풍납한강극동,아파트,송파구,풍납동,,토성로,38-6,분양,혼합식,개별난방,9,895,극동건설,풍납동우일재건축조합,1995-07-31 00:00:00.0,315,329,251,0
A13805001,방이대림가락,아파트,송파구,방이동,217,양재대로,1109,분양,계단식,지역난방,6,480,대림건설,대림건설,1985-02-23 00:00:00.0,0,148,242,0
A13805002,올림픽선수기자촌아파트,아파트,송파구,방이동,올림픽선수기자촌아파트,양재대로,1218,분양,혼합식,지역난방,122,5540,한신공영(주) 외,서울특별시,1988-06-14 00:00:00.0,0,2034,2728,0
A13811001,거여6단지,아파트,송파구,거여동,,양산로2길,38,임대,복도식,지역난방,5,660,삼우종합건설,SH공사,1997-04-10 00:00:00.0,660,0,0,0
A13811202,거여2단지(동아효성),아파트,송파구,거여동,관리사무소,양산로8길,24,분양,계단식,지역난방,11,478,동아효성,동아. 효성,1997-12-15 00:00:00.0,0,0,473,0
A13811203,거여4단지,아파트,송파구,거여동,거여4단지아파트,양산로4길,8,분양,복도식,지역난방,6,546,삼익주택(주),서울시 도시개발공사,1997-07-03 00:00:00.0,546,0,0,0
A13811204,거여3단지,아파트,송파구,거여동,양산로2길 44번지,양산로2길,44,임대,복도식,지역난방,5,598,자유건설,sh공사,2000-10-09 00:00:00.0,598,0,0,0
A13811205,거여5단지,아파트,송파구,거여동,294,양산로4길,16,분양,혼합식,지역난방,6,605,라이프주택,도시개발공사,1997-07-03 00:00:00.0,516,89,0,0
A13811206,거여1단지,아파트,송파구,거여동,관리사무소,양산로8길,8,분양,복도식,지역난방,6,1004,미주실업주식회사,도시개발공사,1997-11-25 00:00:00.0,1004,0,0,0
